Epoch,Generator Loss,Discriminator Loss,Accuracy
1,0.8246759216283346,0.6282895453725359,0.7726830590955371
2,0.8555524686180084,0.6048770719206521,0.8012229086118855
3,0.8410266894697954,0.6206025548148357,0.7808452033156602
4,0.8272737756066916,0.620595132467559,0.8095956409653837
5,0.817407617600413,0.612067267668422,0.7831035448029537
6,0.8415569259381588,0.6233353204453971,0.7837499578061385
7,0.8325580122779568,0.6300277418152505,0.778808925489434
8,0.8270527293933386,0.6284513119448425,0.7974541063758286
9,0.8394291727097934,0.6082376564888183,0.8023895636978516
10,0.8331765415102057,0.5935091136703649,0.7836487537403994
11,0.8056588319240039,0.6271487499993097,0.8132660026269841
12,0.8100199031199851,0.6200865357027354,0.8016009411450231
13,0.8054497696742113,0.5902926296971103,0.8056694883241236
14,0.8232272394580091,0.6209153079577562,0.8035488772244679
15,0.7927698688180026,0.617652997339628,0.8031733795778702
16,0.8121833424968934,0.6023861753462674,0.8107529601911042
17,0.8178452862051379,0.6040591806951032,0.7958014465719224
18,0.8203767479194496,0.5951437816241929,0.7980934517504231
19,0.7969485760710853,0.5801496492263507,0.8265122411670712
20,0.8140747819827988,0.5901425835433871,0.8311099246077943
21,0.783608942947596,0.6076243420255532,0.8094221685695575
22,0.8110009488122378,0.5744709952058984,0.8065440726400279
23,0.7802015873096058,0.5864011913574417,0.8226987572397647
24,0.7889527161122105,0.5877634824375153,0.8145126321500463
25,0.8029122227944474,0.5921080690154761,0.8004032093284547
26,0.7749762889306857,0.6061819797585513,0.8068583487926068
27,0.7761088313195097,0.582017105080761,0.8304756238477734
28,0.7937880619193961,0.5808169035860532,0.829418182166202
29,0.7916586043189858,0.5952143356386757,0.8053695539858536
30,0.786462231846024,0.5825785135539596,0.8143890905589507
31,0.7865334479827657,0.5722494990400483,0.8159776857410739
32,0.7784436716114549,0.5801383969718383,0.8348348934174186
33,0.7647658399072985,0.5664506073458043,0.8099720949795622
34,0.7664809009646465,0.5666473161949429,0.814572506544689
35,0.7578761535700163,0.5783020578483548,0.843629296476152
36,0.7849094510247737,0.5738998751230391,0.8199989293393162
37,0.7698662840355428,0.5925122033896628,0.8401914769671363
38,0.7605238525889129,0.5691896335156857,0.8248334336908487
39,0.7609292117376021,0.5766929217662238,0.8205082679552718
40,0.7782994968497787,0.577535469475965,0.8274819896807944
41,0.7445014030634187,0.5515441864267987,0.847870269110961
42,0.7597757238929167,0.5763374132480155,0.8544319403569045
43,0.7545212614410929,0.5556928672462187,0.8546373660112511
44,0.7567030673765696,0.5857897514742885,0.838540402409228
45,0.7309284889854867,0.5520689580897163,0.850600956483234
46,0.7630482216638885,0.5614829241327545,0.8333014126329594
47,0.7634071802789363,0.5470874561109009,0.8380524398226854
48,0.7466869599966296,0.5823239496656747,0.863404453149008
49,0.7499068492816063,0.5613122902091682,0.829295587144511
50,0.7568999752470918,0.5638154006928018,0.8334203412341787
